,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type,Wilderness_Area,Cover_Type
5048,2765,75,21,150,77,162,240,197,78,1324,29,1,5
5049,2180,107,38,162,108,631,252,168,7,85,3,4,4
5050,3193,97,10,319,19,5153,237,225,119,2358,29,1,1
5051,2475,197,34,319,78,270,189,244,164,914,2,3,3
5052,2497,14,9,190,27,990,212,222,147,900,4,3,6
5053,2749,169,4,30,-2,1895,222,241,154,828,12,1,2
5054,2778,100,13,42,3,2173,241,222,109,1260,13,3,5
5055,3157,43,12,270,57,2553,222,213,124,1664,29,1,1
5056,2087,61,28,30,14,1165,229,169,54,446,17,4,4
5057,2198,102,34,283,26,664,252,174,20,677,6,4,3
5058,2437,126,12,323,81,864,241,231,118,1224,2,4,6
5059,3725,353,16,1087,279,5143,191,211,156,3287,40,3,7
5060,3244,30,15,150,39,3511,214,206,124,2250,31,3,1
5061,2706,78,30,95,54,120,242,171,36,1226,30,1,5
5062,2773,96,7,268,49,1739,232,230,131,430,31,3,1
5063,2078,85,13,0,0,735,238,218,109,108,3,4,4
5064,3147,85,20,553,211,1360,244,202,79,2438,33,3,1
5065,2370,343,33,127,59,926,137,171,161,949,10,4,6
5066,2119,310,23,124,49,666,150,217,203,872,10,4,6
5067,3060,325,13,30,3,3102,187,225,178,2492,23,1,1
5068,2414,46,26,108,41,700,218,174,76,725,10,3,6
5069,2883,212,12,509,47,2483,209,251,176,1926,26,3,5
5070,2189,330,17,85,13,1176,178,218,178,1134,10,4,3
5071,3041,63,4,283,33,2555,224,231,143,908,23,1,1
5072,2386,113,20,391,189,799,249,216,86,1565,6,4,4
5073,2732,60,31,85,-7,120,227,161,45,1477,30,1,5
5074,3104,233,12,150,40,1503,200,251,186,1129,23,3,1
5075,2806,81,23,95,53,1477,244,193,67,1312,33,3,5
5076,2233,69,34,30,17,1230,233,153,23,511,4,4,3
5077,3367,73,5,552,28,960,226,230,139,2403,32,3,7
5078,2888,0,11,579,122,2210,203,219,153,741,11,3,5
5079,3299,205,17,192,48,3461,207,253,176,510,31,3,1
5080,2970,229,21,95,10,1359,183,254,202,2666,22,3,1
5081,2558,48,13,270,30,537,224,212,120,1364,2,3,6
5082,3325,155,13,342,60,1600,235,241,135,2965,29,1,1
5083,3159,346,12,642,102,3833,196,220,163,2779,30,1,2
5084,2328,286,12,446,44,1358,185,239,194,942,6,4,3
5085,2578,3,5,277,19,1500,213,230,155,1690,2,3,5
5086,2368,76,12,0,0,1167,234,218,114,700,6,4,4
5087,2075,282,28,95,71,247,133,229,230,531,10,4,3
5088,2046,360,29,124,97,150,165,174,136,127,10,4,3
5089,2482,339,18,127,38,499,179,212,170,1369,10,4,6
5090,2237,81,13,0,0,849,237,216,107,420,10,4,4
5091,2751,196,7,0,0,1216,219,246,162,908,23,3,1
5092,2800,79,15,90,30,1813,239,211,98,1747,33,3,5
5093,3075,90,5,30,-2,1425,227,232,139,3182,23,3,1
5094,2392,167,11,446,195,700,229,244,146,1627,6,4,4
5095,2153,29,11,30,-10,1294,216,216,134,589,10,4,6
5096,2766,38,5,85,-3,1813,220,228,144,2800,29,1,5
5097,2975,308,8,454,39,4374,199,235,176,4972,12,1,2
5098,2596,49,5,532,-43,658,222,229,142,726,17,3,5
5099,3061,315,20,570,264,2605,163,219,195,1535,33,3,1
5100,2302,342,28,324,177,1064,150,184,165,1243,10,4,3
5101,2281,128,16,30,8,360,245,228,107,1557,4,4,4
5102,2931,308,28,285,162,726,131,209,212,1209,33,3,1
5103,2638,89,9,509,42,992,234,225,122,960,11,3,3
5104,2886,255,11,366,54,882,194,247,192,1693,4,3,5
5105,2887,90,6,446,8,1020,230,230,134,2574,32,3,1
5106,2118,185,6,0,0,1208,221,244,158,1209,17,4,4
5107,2747,149,14,443,113,2590,238,238,127,2101,10,3,5
5108,2662,256,20,180,9,1276,171,248,213,1170,28,3,5
5109,2567,99,6,379,25,1253,230,232,136,1414,2,3,5
5110,2860,15,11,268,72,1385,210,217,143,2955,32,3,1
5111,2062,75,12,0,0,420,234,217,113,691,10,4,4
5112,3162,311,4,0,0,1221,208,237,168,313,21,3,1
5113,3310,39,12,361,45,1084,220,213,126,603,32,2,1
5114,2257,76,22,30,9,942,241,192,70,1146,4,4,4
5115,3290,225,7,212,33,3187,211,247,173,808,23,3,1
5116,2298,106,30,240,101,638,254,187,37,1657,3,4,4
5117,2522,325,20,67,18,1237,165,213,186,1142,10,3,6
5118,3124,196,18,870,276,4395,213,252,167,1561,31,3,2
5119,2119,354,26,228,92,516,167,186,149,741,10,4,6
5120,3166,165,17,67,9,1412,233,243,136,693,35,3,7
5121,2106,341,35,382,42,450,127,166,164,1001,5,4,6
5122,2563,23,31,85,-10,816,186,158,91,1260,10,3,6
5123,2429,8,22,30,16,1273,189,190,133,792,10,4,6
5124,2808,75,25,108,52,1492,241,183,58,1342,33,3,5
5125,2962,211,13,255,43,5365,209,252,177,3337,29,1,2
5126,2862,43,12,420,20,2640,222,213,124,908,31,3,1
5127,2811,67,21,285,124,295,236,193,80,1415,29,1,5
5128,2314,324,21,277,118,700,163,213,187,499,6,4,3
5129,2763,50,11,516,-21,787,225,216,124,2727,29,1,2
5130,2976,211,7,509,45,3599,215,247,168,1022,29,1,2
5131,2417,0,15,402,235,1103,196,210,150,1113,6,4,3
5132,2218,3,29,127,55,811,168,172,131,1080,10,4,6
5133,2416,311,11,459,72,895,191,232,181,1343,11,4,6
5134,2823,72,26,313,136,323,238,180,57,1441,30,1,5
5135,2290,116,17,212,107,1237,247,222,97,1074,3,4,4
5136,2800,64,26,218,112,242,233,178,61,1397,29,1,5
5137,2223,343,37,190,98,1113,123,159,159,1142,10,4,3
5138,3417,108,9,703,184,2089,237,229,123,1651,35,1,7
5139,2578,198,23,190,71,1894,206,252,170,1653,2,3,3
5140,2742,51,6,0,0,569,223,227,139,2479,17,3,5
5141,2300,59,33,90,52,993,224,153,37,1090,4,4,6
5142,2812,336,20,108,17,1617,170,207,174,1725,13,3,6
5143,2476,320,17,192,4,616,173,221,187,1357,10,4,6
5144,2635,45,8,30,9,955,223,223,135,1624,33,3,2
5145,2110,41,24,285,80,361,215,181,89,301,1,4,3
5146,2191,33,33,90,48,1165,194,149,69,1485,10,4,3
5147,2059,359,29,153,37,212,163,173,136,258,10,4,3
5148,3247,36,4,417,20,4473,220,230,147,2223,38,1,7
5149,3122,295,23,335,18,1317,150,227,214,2940,29,1,1
5150,2131,38,27,0,0,603,208,170,82,875,10,4,4
5151,3308,57,28,124,55,4041,226,170,60,4119,39,1,7
5152,2327,53,27,60,35,1283,223,170,64,1182,10,4,6
5153,2885,204,14,1064,107,2460,212,252,172,1448,34,3,5
5154,2664,23,28,30,15,1302,191,168,100,691,20,3,6
5155,2892,75,7,95,9,1889,228,228,133,2371,22,3,1
5156,2673,47,9,309,7,1245,223,221,132,1528,30,1,2
5157,2690,343,24,120,34,1816,163,195,165,1645,29,1,2
5158,2371,101,21,85,26,511,250,206,74,481,1,4,3
5159,2299,63,19,0,0,153,233,199,91,1075,14,4,4
5160,2364,3,30,404,152,1107,166,169,129,95,10,4,3
5161,3004,273,14,301,93,5754,181,243,201,1237,29,1,2
5162,2422,257,11,228,49,661,193,247,192,1361,10,4,6
5163,3284,332,17,582,182,3522,178,216,177,3550,40,3,7
5164,3233,98,15,60,2,2382,243,218,100,534,39,3,7
5165,2574,40,4,268,-14,1259,220,231,147,1239,2,3,3
5166,2986,326,14,95,20,720,183,223,179,2647,29,1,2
5167,2803,73,22,256,128,1276,239,192,72,830,13,3,5
5168,3515,279,9,391,68,1511,196,241,184,1979,40,2,7
5169,3032,98,18,210,-9,648,246,213,89,671,29,1,1
5170,2252,10,27,0,0,1506,180,175,121,997,10,4,4
5171,3410,356,7,457,0,805,209,228,157,782,40,2,7
5172,2971,111,25,391,226,1952,253,204,63,721,13,3,5
5173,3115,257,8,446,58,1208,201,245,183,1218,23,3,1
5174,2698,37,9,175,44,2188,220,220,135,2044,32,3,6
5175,2943,282,13,60,8,4841,184,241,196,2002,29,1,5
5176,2916,138,21,127,49,6349,247,227,98,4206,29,1,2
5177,3195,230,7,466,75,6006,209,247,175,3032,29,1,2
5178,2414,316,24,190,65,1224,148,211,199,677,10,4,6
5179,2748,40,20,201,60,1195,217,191,100,1624,10,3,2
5180,3292,68,14,324,-27,3231,234,210,105,1919,39,3,7
5181,2915,45,10,60,0,4397,223,218,129,3018,29,1,1
5182,2559,129,20,67,5,430,249,223,93,1890,30,1,2
5183,2596,113,20,67,35,1556,250,215,84,1142,4,3,3
5184,3317,330,10,30,6,3031,195,228,172,2148,39,1,7
5185,3144,14,10,30,0,2525,210,218,144,2415,23,1,1
5186,3279,225,4,120,29,1398,214,244,167,1230,21,3,1
5187,2330,339,19,300,24,1080,174,208,171,1351,10,4,6
5188,3187,351,12,742,91,1442,199,220,159,2439,32,3,1
5189,3185,65,9,726,104,1237,229,222,126,2393,32,3,1
5190,3398,84,7,511,-23,797,230,228,131,696,40,2,7
5191,3493,92,21,892,208,2495,248,202,72,1130,40,1,1
5192,3472,100,35,42,19,3194,251,169,0,2571,37,1,7
5193,2703,55,11,120,35,150,227,216,121,2148,29,1,5
5194,2981,185,8,571,-39,1328,222,246,158,1556,32,3,2
5195,3313,326,3,175,40,3073,211,235,163,2258,39,1,7
5196,3309,268,7,618,28,3711,202,243,179,1342,39,1,1
5197,2227,55,22,30,-12,524,228,189,84,648,10,4,6
5198,2493,22,18,90,4,1921,206,198,125,872,10,3,6
5199,2479,308,24,42,12,799,148,217,206,636,10,3,6
5200,3367,111,20,532,134,1805,250,214,84,1772,39,1,7
5201,2665,179,27,180,81,1842,220,244,139,1345,4,3,3
5202,3342,90,23,361,52,3421,247,198,67,1706,29,1,7
5203,3417,95,20,335,179,3853,247,207,80,3461,39,3,7
5204,2698,225,7,228,20,2100,211,247,172,1708,4,3,3
5205,2223,100,28,30,20,457,252,190,47,636,1,4,6
5206,2865,311,16,612,99,2106,175,227,191,841,11,3,5
5207,2243,104,27,150,36,658,253,196,53,1634,3,4,4
5208,2978,75,5,295,50,4847,227,230,137,4455,29,1,1
5209,3384,73,25,180,44,3008,240,183,59,2006,39,1,7
5210,2159,13,24,242,86,342,190,184,124,591,10,4,6
5211,3057,75,11,272,58,5251,234,219,116,3388,29,1,2
5212,2830,90,32,180,105,2055,249,173,28,457,13,3,5
5213,3233,128,13,577,117,2783,241,231,117,3303,33,3,2
5214,3197,36,12,42,6,3696,219,212,127,3223,39,1,7
5215,2305,43,16,0,0,1273,221,204,113,1276,10,4,4
5216,3089,152,14,95,17,3675,236,240,131,2316,29,1,1
5217,3007,16,7,297,5,2690,214,226,148,1302,23,1,1
5218,2800,67,28,242,109,256,235,173,51,1369,29,1,5
5219,2418,315,3,210,67,480,212,237,163,787,2,3,3
5220,2657,91,16,309,100,2184,243,214,97,805,2,3,3
5221,2206,267,36,192,120,360,106,227,245,551,10,4,3
5222,2892,343,11,395,110,732,197,223,164,2184,12,1,2
5223,2250,346,9,0,0,1159,203,227,162,742,10,4,4
5224,2892,319,41,390,163,2748,86,168,203,313,33,3,1
5225,2027,61,23,0,0,268,232,186,75,518,1,4,4
5226,2307,68,27,285,100,342,236,177,56,1531,10,4,3
5227,3466,339,34,342,183,1184,130,172,169,1661,39,2,7
5228,2956,185,11,649,124,607,222,248,158,1452,4,3,5
5229,2465,79,10,366,97,335,234,222,119,418,2,4,3
5230,2252,113,31,268,174,624,254,192,41,192,3,4,4
5231,3236,180,15,150,19,2851,224,248,152,2461,29,1,7
5232,2208,106,20,60,11,785,250,211,80,1506,3,4,4
5233,2716,213,29,67,37,1288,182,252,191,1601,4,3,5
5234,2302,312,7,0,0,1350,201,235,173,836,17,4,6
5235,3355,265,3,323,29,878,213,240,166,2010,32,3,7
5236,2258,118,28,85,36,769,254,202,55,1034,4,4,6
5237,2350,197,10,153,92,1641,218,249,165,942,2,4,6
5238,2840,102,29,242,168,1300,253,188,41,845,13,3,5
5239,2517,219,30,170,104,1651,173,252,200,524,4,3,3
5240,2438,352,11,90,8,306,200,221,159,1206,11,4,6
5241,2035,281,28,30,12,430,133,230,230,674,10,4,3
5242,2349,340,22,85,33,1291,168,202,169,255,10,4,6
5243,2786,53,29,335,107,350,221,163,56,2001,29,1,5
5244,2055,189,9,0,0,918,221,247,160,351,17,4,4
5245,2351,106,19,60,10,350,248,214,87,780,4,3,3
5246,3390,174,11,990,151,2912,227,246,150,1753,38,3,7
5247,2714,330,25,270,127,1209,151,200,183,2017,13,3,6
5248,3112,136,14,85,14,1714,240,234,120,3189,33,3,1
5249,2988,146,25,443,243,1931,245,227,96,815,13,3,5
5250,2470,179,13,0,0,1558,225,247,152,553,4,3,6
5251,2384,126,14,150,43,631,243,229,112,1401,1,4,6
5252,2114,34,34,268,105,443,194,147,66,446,6,4,3
5253,2895,192,24,604,196,713,210,250,162,1687,4,3,5
5254,2823,56,23,30,-6,295,228,186,80,1590,30,1,5
5255,3097,200,6,492,74,2234,218,246,163,1645,32,3,2
5256,2582,144,10,420,54,711,235,238,133,1316,2,3,3
5257,2345,92,13,0,0,459,240,220,109,541,2,4,4
5258,2962,276,7,497,47,3610,201,242,179,5658,20,1,2
5259,2328,67,12,339,145,1340,232,215,113,1020,6,4,4
5260,3296,3,12,124,10,2089,204,217,150,2773,39,1,7
5261,3221,79,16,618,20,3968,239,210,96,2868,23,1,1
5262,2919,108,7,85,3,5022,232,232,133,1841,19,1,2
5263,3146,281,14,201,5,120,180,240,200,2589,31,3,2
5264,2833,163,21,361,167,2195,235,241,126,2121,10,3,3
5265,2247,63,11,30,0,594,230,218,121,626,10,4,3
5266,2106,148,21,30,3,630,243,233,109,671,6,4,3
5267,3342,313,11,551,107,3234,191,232,180,3438,32,3,7
5268,2868,337,16,218,73,1606,184,217,171,1879,31,3,6
5269,2493,326,29,335,90,1116,135,193,189,872,10,3,3
5270,2868,204,9,330,103,2083,215,248,168,780,31,3,5
5271,2277,128,29,150,80,830,253,207,59,1468,3,4,4
5272,3055,30,11,300,67,2274,216,215,133,2672,32,3,1
5273,2892,106,16,192,31,2356,246,219,97,592,13,3,5
5274,2852,234,10,899,89,2280,203,249,183,1627,17,3,5
5275,2816,83,13,150,48,1786,238,216,106,1766,33,3,5
5276,3151,6,11,514,46,1756,206,218,149,2651,31,3,1
5277,3232,120,9,30,-3,4039,236,233,128,1880,38,1,7
5278,2397,65,12,95,27,1082,232,215,113,811,6,4,3
5279,3400,171,6,866,194,1354,224,243,153,1834,38,3,7
5280,2968,189,11,228,-38,1245,221,248,160,541,33,3,2
5281,3057,192,15,108,4,2021,217,251,163,60,31,3,1
5282,2970,79,15,67,8,1950,239,211,99,2561,23,3,1
5283,3225,270,7,457,69,360,202,243,180,1917,23,2,1
5284,2461,34,14,120,18,256,217,210,125,1874,6,4,3
5285,2271,315,2,0,0,1590,214,237,161,636,17,4,4
5286,2217,120,25,67,24,955,253,209,67,1337,3,4,4
5287,3404,90,15,212,7,2263,242,215,99,3605,38,1,7
5288,2303,355,6,0,0,1282,211,230,157,1304,10,4,4
5289,2982,53,14,240,63,5756,227,209,112,3880,29,1,2
5290,2398,274,12,95,9,1201,189,243,193,1022,6,4,3
5291,2310,356,7,242,86,1075,209,228,157,283,6,4,3
5292,2845,159,10,301,17,2271,231,242,142,2114,26,3,5
5293,2779,64,23,420,105,450,234,186,72,2352,29,1,5
5294,3043,80,23,469,104,1422,243,193,68,2308,33,3,2
5295,2381,196,16,295,94,1103,215,252,166,1087,3,4,3
5296,2813,94,7,371,56,1800,231,230,132,2872,30,1,2
5297,2141,18,30,218,-39,722,182,163,103,671,10,4,6
5298,2870,264,16,67,-10,2106,178,246,206,1036,19,3,2
5299,3387,170,13,408,133,2215,229,245,146,576,38,3,7
5300,2328,125,44,366,228,743,247,169,0,313,3,4,4
5301,2822,267,21,384,127,966,163,243,217,1889,4,3,5
5302,2475,321,25,285,98,577,150,208,194,1180,33,3,2
5303,3381,79,8,201,-6,2143,231,226,128,3425,38,1,7
5304,3393,130,4,595,-28,721,226,237,146,631,40,2,7
5305,2269,117,24,134,44,531,253,210,71,1761,3,4,4
5306,3182,45,3,458,109,4723,220,232,149,1661,29,1,1
5307,2855,320,19,60,23,2160,168,219,189,882,33,3,5
5308,3371,277,6,351,49,3862,204,241,176,2086,38,3,7
5309,2949,277,12,437,49,5506,186,242,195,4471,29,1,2
5310,2646,86,27,170,24,1897,247,183,47,2018,4,3,6
5311,3122,145,13,134,14,430,238,238,128,1900,22,1,1
5312,2845,213,24,402,132,551,191,254,189,1931,4,3,2
5313,2242,82,16,0,0,446,240,211,96,895,16,4,4
5314,2087,138,11,0,0,309,237,236,129,571,14,4,4
5315,2611,312,22,285,197,376,155,218,201,966,10,4,3
5316,2263,250,32,60,30,1350,135,242,233,541,2,4,6
5317,2027,196,20,42,10,592,211,252,167,402,1,4,3
5318,2460,353,15,60,8,309,193,213,157,1216,11,4,6
5319,2367,147,16,201,80,1177,240,236,120,1024,3,4,3
5320,2538,337,22,95,14,1348,167,204,174,1291,10,3,6
5321,3175,59,18,612,0,4042,231,200,96,4184,23,1,1
5322,3129,38,11,190,36,2802,220,216,129,3489,30,1,1
5323,3258,70,5,270,3,853,225,230,140,1826,23,1,1
5324,3547,111,35,420,154,2408,254,179,21,3570,40,1,7
5325,2700,288,10,0,0,1734,192,239,188,721,31,3,5
5326,2556,108,7,190,9,351,232,232,133,1396,12,1,2
5327,2251,359,12,0,0,1622,202,218,153,984,17,4,4
5328,3231,130,14,60,0,1760,242,231,115,1598,29,1,2
5329,2476,351,18,212,-4,582,184,206,158,1412,10,4,6
5330,2743,10,4,242,61,1523,215,231,153,2069,11,3,5
5331,2789,320,15,182,50,1771,181,225,183,3174,30,1,2
5332,2936,231,7,285,30,5773,210,246,174,2571,30,1,2
5333,2998,151,24,124,39,4140,242,231,105,2117,30,1,2
5334,3369,277,28,524,163,703,134,232,231,977,33,2,1
5335,2444,49,22,124,2,886,223,188,89,1298,10,3,6
5336,2811,108,10,182,24,646,238,228,120,170,29,1,5
5337,3289,76,13,192,-15,3078,236,216,109,1961,38,3,7
5338,2226,126,25,95,43,1358,252,214,74,934,3,4,4
5339,3447,152,23,190,40,4079,241,233,108,3919,33,3,7
5340,3403,205,12,731,197,2030,213,251,171,1170,32,3,1
5341,3448,197,13,633,136,4138,216,251,166,2964,40,3,7
5342,3297,63,10,127,-9,3034,229,220,123,1924,38,3,7
5343,2531,226,27,162,88,1295,172,253,206,1262,3,3,3
5344,3404,108,21,301,166,3948,250,211,79,3529,39,3,7
5345,2317,124,5,0,0,595,229,236,140,560,17,4,4
5346,2402,265,19,120,51,450,168,245,214,792,3,3,3
5347,2893,240,19,42,10,2916,182,252,204,2195,13,3,1
5348,2136,307,24,162,66,661,147,218,208,876,10,4,6
5349,3517,110,33,395,124,2341,254,185,30,3516,40,1,7
5350,2225,59,19,30,8,785,231,197,91,390,10,4,3
5351,3008,297,1,722,99,5610,216,238,160,2989,30,1,2
5352,3089,338,4,379,46,485,210,233,162,726,23,2,1
5353,3116,350,11,210,31,516,201,222,160,864,22,2,1
5354,3218,24,16,162,14,3339,210,204,127,3337,24,3,2
5355,2063,221,24,258,5,589,184,254,197,977,1,4,6
5356,2842,313,12,560,85,2012,189,231,182,918,11,3,5
5357,2171,114,27,85,35,1317,254,200,55,680,3,4,4
5358,2091,51,23,306,49,350,224,184,82,631,1,4,3
5359,3315,105,21,162,33,1878,250,209,78,2908,39,1,1
5360,3174,173,27,67,17,1377,225,241,130,731,39,3,7
5361,3245,105,11,192,39,120,238,227,118,618,32,2,2
5362,2704,61,23,30,18,120,232,186,75,2089,30,1,5
5363,3425,203,12,990,76,3245,214,250,170,1350,38,3,7
5364,2184,108,26,108,48,1333,253,200,58,700,3,4,4
5365,2045,313,23,124,40,170,152,216,201,732,10,4,3
5366,2111,95,13,0,0,969,240,221,110,309,3,4,4
5367,2254,355,11,0,0,1130,202,221,156,771,14,4,4
5368,3116,69,14,297,-6,3870,234,212,107,4802,29,1,1
5369,3211,115,4,362,30,5685,227,236,144,2543,29,1,1
5370,2184,316,24,153,47,1082,148,211,199,720,10,4,6
5371,3438,89,20,212,41,2394,246,203,77,3707,38,1,7
5372,2370,128,20,108,29,577,248,224,94,1442,1,4,6
5373,2470,203,6,433,114,864,217,246,164,1291,6,4,6
5374,3426,121,23,973,216,859,251,215,79,175,38,2,7
5375,2871,356,15,272,76,1740,196,213,154,1723,31,3,6
5376,2781,13,3,351,25,2148,216,233,154,1707,29,1,2
5377,2729,320,11,0,0,1091,191,229,178,1438,20,3,6
5378,2360,96,25,85,20,90,250,194,56,875,4,4,3
5379,2454,99,30,120,60,730,252,184,38,1201,4,3,3
5380,2532,26,7,210,-1,649,217,225,144,5493,18,1,5
5381,2200,113,22,42,13,1018,251,211,76,1273,3,4,4
5382,2569,350,11,150,41,816,200,221,160,1276,11,3,5
5383,2660,238,26,42,12,1473,163,251,217,1291,4,3,6
5384,2069,189,3,0,0,1008,219,241,158,285,17,4,4
5385,2743,61,33,108,24,150,226,154,0,1410,30,1,5
5386,2151,279,33,120,75,1463,113,223,239,830,10,4,3
5387,3206,261,5,446,35,5980,209,242,172,2098,22,1,2
5388,2244,19,14,421,123,524,208,209,135,175,10,4,6
5389,2109,39,30,124,63,242,205,159,70,514,10,4,6
5390,3120,162,9,0,0,1290,229,243,145,2067,23,1,1
5391,2304,132,6,0,0,767,229,237,141,765,17,4,4
5392,2541,17,28,180,52,1920,184,169,109,816,10,3,6
5393,3424,122,7,807,199,3183,233,234,134,1711,38,3,7
5394,2709,62,7,192,20,242,226,226,134,942,11,3,5
5395,2427,97,28,234,93,984,251,187,44,976,5,4,3
5396,2302,110,26,150,61,242,253,201,58,1727,3,4,4
5397,2962,46,13,234,-8,845,224,210,118,1577,32,3,1
5398,3027,315,12,67,12,2831,188,230,182,655,23,1,1
5399,2408,335,25,450,82,967,156,198,176,1062,10,4,6
5400,3448,0,7,514,109,1693,210,228,155,1290,40,3,7
5401,2051,295,25,391,196,400,141,224,219,969,1,4,6
5402,2335,329,16,0,0,1443,179,219,178,451,17,4,6
5403,2736,165,12,67,-2,1535,230,244,143,2407,17,3,5
5404,2928,83,11,30,-5,2249,235,221,116,537,32,3,1
5405,3072,80,16,192,58,1463,240,209,94,1215,33,3,1
5406,2424,328,17,360,80,914,177,218,179,1492,10,4,6
5407,2808,253,17,228,81,1630,180,249,205,2280,13,3,5
5408,2659,177,28,228,129,2395,221,242,135,1048,4,3,3
5409,3291,75,11,509,104,671,234,218,115,1110,39,3,7
5410,2461,177,28,153,56,1198,221,242,135,1087,4,3,3
5411,3416,193,16,553,124,4261,216,251,164,2894,33,3,7
5412,2803,57,32,323,136,342,223,157,45,1851,29,1,5
5413,2413,323,20,192,67,1266,167,216,187,641,10,4,6
5414,2392,331,22,150,52,1357,162,206,181,547,10,4,6
5415,2742,54,12,90,12,2347,227,213,117,2308,32,3,3
5416,3245,172,15,180,27,3025,229,246,145,2282,29,1,7
5417,2707,162,10,0,0,1103,230,243,144,516,2,3,5
5418,2964,138,19,882,168,2542,245,230,104,1463,13,3,2
5419,2639,53,17,150,23,2239,227,201,102,2257,10,3,6
5420,3097,48,6,0,0,3713,223,226,139,212,23,3,1
5421,2262,111,13,0,0,1300,242,225,110,577,3,4,4
5422,2361,6,19,150,72,361,194,201,141,459,10,4,3
5423,2131,264,9,30,0,1006,199,244,185,1396,17,4,4
5424,2165,305,29,175,97,720,128,210,215,285,10,4,3
5425,2700,76,9,433,-15,1124,231,224,126,1691,12,1,2
5426,2197,316,28,42,20,594,135,204,203,1337,10,4,3
5427,2744,297,1,350,90,2717,216,238,160,1358,32,3,5
5428,3350,49,19,95,26,1298,224,196,99,1421,38,2,7
5429,2754,33,5,30,1,932,219,229,147,2228,17,3,5
5430,2770,245,28,511,246,1075,150,247,225,1630,28,3,2
5431,3178,145,6,0,0,1020,228,239,144,2542,23,1,1
5432,2358,234,15,234,68,853,194,252,194,495,6,4,4
5433,3017,153,15,170,2,2553,237,239,128,1533,33,3,2
5434,2337,206,11,342,226,934,213,250,171,424,6,4,4
5435,3061,157,35,612,284,1027,234,220,86,853,30,1,2
5436,2720,144,23,190,72,2177,245,228,98,2388,4,3,3
5437,2916,106,19,451,120,972,249,213,84,899,29,1,2
5438,2626,203,8,285,22,1694,216,247,166,752,2,3,3
5439,3209,20,11,457,37,3209,212,217,140,2739,32,3,1
5440,2742,150,25,42,17,1387,243,230,102,1448,4,3,5
5441,2620,36,8,503,38,1500,220,221,137,1812,10,3,6
5442,2313,13,4,0,0,1148,215,231,152,1396,10,4,4
5443,2227,128,19,127,43,1062,248,225,97,1233,3,4,4
5444,3480,154,35,285,35,2556,237,218,80,990,40,3,7
5445,3183,169,16,285,92,3336,230,245,141,573,34,3,2
5446,2925,82,5,424,51,3066,227,231,138,1948,29,1,2
5447,2317,356,32,182,117,1410,152,166,139,960,10,4,3
5448,3223,233,14,618,88,604,197,252,191,2789,31,3,2
5449,3345,198,2,0,0,5114,218,240,158,871,39,1,1
5450,2660,141,27,497,251,474,247,221,84,1476,4,3,3
5451,2278,99,14,30,12,390,242,220,104,1597,4,4,4
5452,2365,85,15,30,6,1194,241,212,97,674,6,4,4
5453,2964,54,22,192,56,2419,227,189,85,1899,33,3,1
5454,2829,227,8,741,66,2163,209,248,176,1740,17,3,5
5455,3299,210,10,552,77,3695,212,250,172,2512,23,1,1
5456,3360,346,15,400,77,3503,191,216,163,3342,40,3,7
5457,3052,3,16,633,8,2657,196,207,146,2492,24,3,2
5458,2206,125,32,60,23,1358,253,198,46,933,3,4,4
5459,3359,68,10,706,214,1583,231,220,121,1448,31,2,1
5460,2181,130,11,0,0,1104,238,234,124,1189,3,4,4
5461,3354,174,12,1087,115,2713,227,246,150,1900,38,3,7
5462,2253,111,25,30,12,376,253,204,63,1822,3,4,4
5463,2811,203,25,256,128,1154,199,253,176,1766,4,3,5
5464,3434,212,3,1129,184,1358,217,242,162,1765,38,3,1
5465,2690,40,11,495,-20,800,221,215,127,1820,12,1,2
5466,3041,113,9,391,69,2419,236,231,126,2326,32,3,1
5467,2304,135,5,0,0,808,227,238,144,789,17,4,4
5468,2670,317,21,67,19,2058,159,216,195,2347,10,3,6
5469,3047,74,12,120,5,706,234,217,114,1934,29,1,1
5470,2701,99,31,90,53,120,252,180,31,2377,30,1,5
5471,2859,125,18,127,28,2738,247,225,100,2173,12,1,2
5472,2920,295,9,42,5,4833,195,238,182,1889,23,1,5
5473,3374,351,18,488,40,3810,186,207,158,3463,40,3,7
5474,2847,50,27,323,199,335,220,172,70,1482,30,1,2
5475,3021,21,25,283,162,534,196,180,110,2911,24,3,2
5476,3389,333,30,301,64,3665,137,186,179,3747,39,1,7
5477,2780,13,8,124,4,1959,212,223,148,2652,23,1,5
5478,2819,330,19,60,24,1537,173,214,179,1819,13,3,6
5479,2501,219,12,120,33,757,206,251,180,924,2,3,3
5480,2340,272,27,371,46,1195,140,236,230,755,6,4,4
5481,2453,325,15,150,19,256,182,223,180,1144,10,4,6
5482,2950,265,3,30,-1,4724,213,240,166,2282,23,1,5
5483,2392,87,22,85,30,702,246,197,68,1527,6,4,6
5484,1992,288,17,247,70,420,169,236,206,819,1,4,6
5485,3271,221,20,30,11,2505,191,254,194,541,39,3,7
5486,2231,243,2,30,-1,1489,215,240,163,633,1,4,4
5487,3004,147,10,30,0,361,233,239,137,997,23,1,1
5488,2909,0,3,350,5,4582,215,233,156,4985,19,1,2
